,db_conformer
BNCI2014_001,0.869708174718751
BNCI2014_002,0.8434763872087865
BNCI2014_004,0.8336360222920774
BNCI2015_001,0.8442009612881776
BNCI2015_004,0.7902472210065374
AlexMI,0.7762967653496018
