,db_conformer
BNCI2014_001,0.7394163494375017
BNCI2014_002,0.6869527744175734
BNCI2014_004,0.667272044584155
BNCI2015_001,0.6884019225763552
BNCI2015_004,0.5804944420130749
AlexMI,0.5525935306992036
